x	y	z	xd	yd	zd	q0	q1	q2	q3	wx	wy	wz	m0x	m0y	m0z	m1x	m1y	m1z	m2x	m2y	m2z	m3x	m3y	m3z	m4x	m4y	m4z	m5x	m5y	m5z	m6x	m6y	m6z	m7x	m7y	m7z
-19.977549	-11.982598	-18.924567	-5.246527	-0.220160	-4.958603	-0.221537	-0.553726	-0.660733	0.455787	2.424957	-7.115354	-3.059360	-21.390847	-8.880088	-14.464072	-22.658665	-13.965593	-17.384736	-17.656478	-8.990316	-15.893177	-18.924296	-14.075820	-18.813841	-21.969662	-7.820198	-16.058313	-23.237480	-12.905703	-18.978977	-18.235294	-7.930426	-17.487419	-19.503112	-13.015930	-20.408083
-20.027502	-11.984169	-18.971655	-5.245665	-0.219937	-4.957539	-0.231173	-0.581901	-0.649828	0.430899	2.334747	-7.291763	-2.817409	-21.663255	-8.947707	-14.550382	-22.863687	-13.925922	-17.677098	-17.842934	-9.133624	-15.721100	-19.043365	-14.111838	-18.847815	-22.100486	-7.835172	-16.153846	-23.300918	-12.813386	-19.280561	-18.280165	-8.021089	-17.324563	-19.480596	-12.999303	-20.451278
-20.078714	-11.988612	-19.025646	-5.245286	-0.220809	-4.959186	-0.241842	-0.607799	-0.638527	0.405433	2.202110	-7.461080	-2.594500	-21.948706	-9.002291	-14.657615	-23.050181	-13.875671	-17.979800	-18.060067	-9.268582	-15.556270	-19.161543	-14.141963	-18.878455	-22.239941	-7.843239	-16.261292	-23.341416	-12.716619	-19.583477	-18.351302	-8.109530	-17.159948	-19.452778	-12.982911	-20.482133
-20.129206	-11.989960	-19.075597	-5.244588	-0.220448	-4.959341	-0.253587	-0.632727	-0.625942	0.378877	2.030382	-7.625681	-2.393904	-22.244085	-9.050596	-14.790219	-23.212752	-13.827396	-18.289343	-18.307740	-9.392291	-15.413462	-19.276407	-14.169090	-18.912586	-22.392541	-7.852473	-16.384729	-23.361208	-12.629273	-19.883853	-18.456196	-8.194168	-17.007972	-19.424863	-12.970968	-20.507096
-20.182117	-11.993083	-19.127478	-5.244796	-0.220786	-4.960165	-0.266256	-0.655331	-0.613014	0.351942	1.822018	-7.777352	-2.220722	-22.553026	-9.091030	-14.947798	-23.352289	-13.778334	-18.607082	-18.588680	-9.507182	-15.280630	-19.387943	-14.194485	-18.939914	-22.556132	-7.859973	-16.524023	-23.355395	-12.547277	-20.183308	-18.591786	-8.276124	-16.856856	-19.391049	-12.963428	-20.516140
-20.233990	-11.997544	-19.173643	-5.244732	-0.221596	-4.958876	-0.280483	-0.676617	-0.598954	0.323685	1.576723	-7.919980	-2.073172	-22.862996	-9.119407	-15.140894	-23.470595	-13.723222	-18.940331	-18.894223	-9.617262	-15.172319	-19.501823	-14.221076	-18.971755	-22.717421	-7.861225	-16.688727	-23.325021	-12.465039	-20.488163	-18.748649	-8.359079	-16.720151	-19.356248	-12.962894	-20.519587
-20.285379	-12.004256	-19.224507	-5.244415	-0.223337	-4.959346	-0.295460	-0.697098	-0.583080	0.294577	1.303105	-8.048102	-1.965729	-23.163382	-9.129460	-15.359443	-23.562153	-13.670021	-19.261274	-19.213186	-9.701554	-15.097411	-19.611958	-14.242116	-18.999242	-22.878216	-7.853751	-16.873130	-23.276988	-12.394312	-20.774961	-18.928020	-8.425846	-16.611098	-19.326792	-12.966407	-20.512929
-20.338385	-12.009414	-19.274151	-5.244564	-0.224390	-4.959407	-0.311236	-0.714621	-0.566834	0.266736	1.017899	-8.147482	-1.894504	-23.453192	-9.124574	-15.606253	-23.628121	-13.611064	-19.586304	-19.546715	-9.775431	-15.044274	-19.721644	-14.261921	-19.024325	-23.027213	-7.837101	-17.076272	-23.202142	-12.323591	-21.056323	-19.120735	-8.487958	-16.514293	-19.295664	-12.974448	-20.494343
-20.387479	-12.014233	-19.321908	-5.243261	-0.225360	-4.958697	-0.327634	-0.731190	-0.548832	0.238330	0.718659	-8.228299	-1.864519	-23.734379	-9.108415	-15.880297	-23.668300	-13.559094	-19.903615	-19.894741	-9.828405	-15.020765	-19.828662	-14.279084	-19.044084	-23.174191	-7.816341	-17.300415	-23.108112	-12.267020	-21.323733	-19.334554	-8.536332	-16.440884	-19.268474	-12.987011	-20.464202
-20.437374	-12.019627	-19.367798	-5.242358	-0.226519	-4.957259	-0.345120	-0.745324	-0.530238	0.210316	0.412410	-8.282139	-1.872758	-24.000409	-9.068155	-16.188819	-23.687806	-13.493387	-20.228571	-20.256834	-9.864790	-15.026484	-19.944232	-14.290023	-19.066236	-23.303591	-7.777616	-17.548582	-22.990989	-12.202849	-21.588334	-19.560017	-8.574252	-16.386247	-19.247414	-12.999484	-20.425999
-20.488080	-12.018906	-19.416272	-5.241719	-0.225388	-4.956798	-0.363062	-0.758848	-0.509221	0.181740	0.100630	-8.315834	-1.925146	-24.242614	-9.022783	-16.516683	-23.680345	-13.443468	-20.534320	-20.617859	-9.884554	-15.061175	-20.055590	-14.305238	-19.078812	-23.417896	-7.741005	-17.811629	-22.855627	-12.161690	-21.829266	-19.793141	-8.602776	-16.356121	-19.230872	-13.023460	-20.373758
-20.536209	-12.025561	-19.459031	-5.240223	-0.227028	-4.954201	-0.381766	-0.769854	-0.487634	0.154246	-0.198178	-8.318924	-2.014028	-24.460815	-8.956822	-16.879819	-23.652531	-13.393748	-20.837137	-20.980782	-9.878104	-15.136084	-20.172499	-14.315030	-19.093403	-23.512263	-7.691736	-18.104484	-22.703979	-12.128662	-22.061803	-20.032230	-8.613019	-16.360750	-19.223946	-13.049944	-20.318068
-20.585553	-12.028937	-19.508047	-5.238976	-0.227339	-4.954122	-0.401356	-0.779067	-0.464435	0.127550	-0.486822	-8.293548	-2.137989	-24.648337	-8.879652	-17.259347	-23.606131	-13.347677	-21.125941	-21.336673	-9.855367	-15.239234	-20.294467	-14.323393	-19.105828	-23.581786	-7.637132	-18.407656	-22.539580	-12.105157	-22.274250	-20.270122	-8.612847	-16.387542	-19.227915	-13.080873	-20.254137
-20.635401	-12.032846	-19.554971	-5.238034	-0.227896	-4.953159	-0.420930	-0.786693	-0.439984	0.101720	-0.750144	-8.241887	-2.298182	-24.794839	-8.788224	-17.650838	-23.540328	-13.298008	-21.404243	-21.676168	-9.820203	-15.368534	-20.421657	-14.329987	-19.121939	-23.614328	-7.574156	-18.714996	-22.359817	-12.083940	-22.468401	-20.495657	-8.606136	-16.432692	-19.241146	-13.115920	-20.186097
-20.681927	-12.036279	-19.601803	-5.235798	-0.228337	-4.952087	-0.439816	-0.793414	-0.413742	0.076642	-0.984201	-8.170101	-2.488731	-24.913730	-8.685911	-18.067530	-23.459888	-13.256258	-21.672841	-22.014779	-9.764492	-15.531243	-20.560938	-14.334839	-19.136555	-23.623702	-7.507663	-19.040957	-22.169861	-12.078010	-22.646268	-20.724752	-8.586244	-16.504670	-19.270910	-13.156591	-20.109982
-20.733972	-12.041214	-19.648881	-5.235700	-0.229293	-4.951219	-0.459448	-0.798422	-0.385634	0.052113	-1.192122	-8.071792	-2.712292	-24.984521	-8.571102	-18.477206	-23.366456	-13.207373	-21.924938	-22.322744	-9.698221	-15.712329	-20.704680	-14.334492	-19.160061	-23.592460	-7.433532	-19.353620	-21.974396	-12.069803	-22.801352	-20.930684	-8.560651	-16.588742	-19.312619	-13.196922	-20.036475
